% Author: Cyriaque Brousse

@RELATION voice

% ===============================
%            header
% ===============================
@ATTRIBUTE pitchMean     NUMERIC
@ATTRIBUTE pitchMedian 	 NUMERIC
@ATTRIBUTE pitchStdDev 	 NUMERIC
@ATTRIBUTE pitchMax 	 NUMERIC
@ATTRIBUTE pitchRange 	 NUMERIC
@ATTRIBUTE pitchUpSlopeMedian 	 NUMERIC
@ATTRIBUTE pitchUpSlopeMean 	 NUMERIC
@ATTRIBUTE pitchDownSlopeMedian 	 NUMERIC
@ATTRIBUTE pitchDownSlopeMean 	 NUMERIC
@ATTRIBUTE pitchUpFramesRatio 	 NUMERIC
@ATTRIBUTE pitchVoicedFramesRatio 	 NUMERIC
@ATTRIBUTE pitchPeaksNum 	 NUMERIC
@ATTRIBUTE pitchPeaksMean 	 NUMERIC
@ATTRIBUTE pitchPeaksStdDev 	 NUMERIC
@ATTRIBUTE pitchPeaksRange 	 NUMERIC
@ATTRIBUTE pitchPeaksDistMean 	 NUMERIC
@ATTRIBUTE pitchPeaksDistStdDev 	 NUMERIC
@ATTRIBUTE pitchPeaksDistRange 	 NUMERIC
@ATTRIBUTE pitchPeaksDistMin 	 NUMERIC
@ATTRIBUTE energyMean 	 NUMERIC
@ATTRIBUTE energyMedian 	 NUMERIC
@ATTRIBUTE energyStdDev 	 NUMERIC
@ATTRIBUTE energyMax 	 NUMERIC
@ATTRIBUTE energyRange 	 NUMERIC
@ATTRIBUTE energyUpSlopeMedian 	 NUMERIC
@ATTRIBUTE energyDownSlopeMedian 	 NUMERIC
@ATTRIBUTE energyUpFramesRatio 	 NUMERIC
@ATTRIBUTE band250.0_energyMean 	 NUMERIC
@ATTRIBUTE band250.0_energyMedian 	 NUMERIC
@ATTRIBUTE band250.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band250.0_energyMax 	 NUMERIC
@ATTRIBUTE band250.0_energyRange 	 NUMERIC
@ATTRIBUTE band250.0_energyRatio 	 NUMERIC
@ATTRIBUTE band3500.0_energyMean 	 NUMERIC
@ATTRIBUTE band3500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band3500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band3500.0_energyMax 	 NUMERIC
@ATTRIBUTE band3500.0_energyRange 	 NUMERIC
@ATTRIBUTE band3500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band8000.0_energyMean 	 NUMERIC
@ATTRIBUTE band8000.0_energyMedian 	 NUMERIC
@ATTRIBUTE band8000.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band8000.0_energyMax 	 NUMERIC
@ATTRIBUTE band8000.0_energyRange 	 NUMERIC
@ATTRIBUTE band8000.0_energyRatio 	 NUMERIC
@ATTRIBUTE band750.0_energyMean 	 NUMERIC
@ATTRIBUTE band750.0_energyMedian 	 NUMERIC
@ATTRIBUTE band750.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band750.0_energyMax 	 NUMERIC
@ATTRIBUTE band750.0_energyRange 	 NUMERIC
@ATTRIBUTE band750.0_energyRatio 	 NUMERIC
@ATTRIBUTE band1500.0_energyMean 	 NUMERIC
@ATTRIBUTE band1500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band1500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band1500.0_energyMax 	 NUMERIC
@ATTRIBUTE band1500.0_energyRange 	 NUMERIC
@ATTRIBUTE band1500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band6000.0_energyMean 	 NUMERIC
@ATTRIBUTE band6000.0_energyMedian 	 NUMERIC
@ATTRIBUTE band6000.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band6000.0_energyMax 	 NUMERIC
@ATTRIBUTE band6000.0_energyRange 	 NUMERIC
@ATTRIBUTE band6000.0_energyRatio 	 NUMERIC
@ATTRIBUTE band2500.0_energyMean 	 NUMERIC
@ATTRIBUTE band2500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band2500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band2500.0_energyMax 	 NUMERIC
@ATTRIBUTE band2500.0_energyRange 	 NUMERIC
@ATTRIBUTE band2500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band4500.0_energyMean 	 NUMERIC
@ATTRIBUTE band4500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band4500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band4500.0_energyMax 	 NUMERIC
@ATTRIBUTE band4500.0_energyRange 	 NUMERIC
@ATTRIBUTE band4500.0_energyRatio 	 NUMERIC
@ATTRIBUTE filename 	 STRING
@ATTRIBUTE class_coarse 	 {wanting,unfriendly,touched,sure,unsure,excited,kind,happy,angry,thinking,disbelieving,liked,fond,bothered,disgusted,romantic,sorry,sad,afraid,interested,suprised,bored,hurt,sneaky}
@ATTRIBUTE class_binary 	 {positive,negative}

% =================================================================

@DATA
203.60463,150.11572,95.5096,412.82678,316.7577,3.8797913,48.60607,-11.671234,-33.974113,0.10294118,0.36764705,3,309.0026092529297,119.501385602088,234.4508514404297,0.2438095286488533,0.04925696917112122,0.06965987384319305,0.20897959172725677,1.9529455,0.8359142,3.3645995,13.489207,13.487763,0.2973273,-0.14906245,0.22058824,2.477835,1.1858314,4.099261,16.376196,16.374393,1.2687681,0.067433074,0.0034179187,0.13188362,0.5291886,0.52918714,0.034528907,0.009363341,0.0017557794,0.01670984,0.06408084,0.06408019,0.0047944714,0.9545874,0.13073449,2.1859622,8.644046,8.64388,0.48879367,0.52205014,0.055892773,1.4283043,5.9731336,5.973101,0.26731426,0.022691986,0.0026280384,0.04123017,0.14307882,0.14307772,0.011619365,0.108726956,0.010027049,0.22716595,0.98889196,0.98888713,0.05567332,0.02574483,0.0017528668,0.048497345,0.17844595,0.17844534,0.013182565,0100203R5Tdetesting,unfriendly,negative
210.12245,205.57623,46.710007,287.58926,150.30563,5.351654,9.535784,-5.7532883,-8.042022,0.23300971,0.41747573,3,231.76632181803384,51.78364878302609,102.29231262207031,0.3366893380880356,0.11493291752923737,0.16253969073295593,0.2554194927215576,2.5471694,0.60967505,4.2080116,17.932852,17.93285,0.39982712,-0.28702053,0.37864077,2.9189463,0.6530077,4.84752,20.853487,20.853485,1.1459569,0.030822963,0.0069642053,0.048540346,0.22035676,0.22035666,0.012100869,0.025057191,0.0023702795,0.059352584,0.28810045,0.2881004,0.009837269,0.76801133,0.075013205,1.771681,10.017711,10.017711,0.3015156,0.4602485,0.05878116,1.1935192,6.5397725,6.5397725,0.18069018,0.08609879,0.0054003615,0.22471738,1.0832462,1.0832461,0.033801753,0.079236485,0.026227344,0.18073514,1.0453913,1.0453912,0.031107662,0.038553696,0.0032809777,0.08608462,0.47031477,0.4703147,0.015135897,0100203R6Tdetesting,unfriendly,negative
240.0925,195.41805,122.30615,612.04535,451.71625,3.0232391,68.70621,-12.647919,-95.505005,0.3372093,0.59302324,7,375.75880650111606,176.47059419124025,438.5911102294922,0.1857596387465795,0.09741317732233173,0.2554195076227188,0.09287981688976288,5.0124445,4.1103463,4.3557415,17.888737,17.888723,1.5601951,-1.7415582,0.4651163,6.351984,4.1935654,6.652763,26.840836,26.840826,1.2672428,0.060285907,0.046110168,0.068267174,0.2866928,0.2866926,0.012027247,0.06363736,0.012296757,0.19132479,1.0911114,1.091111,0.012695873,1.4056934,0.49765062,1.7792873,6.5856104,6.5856094,0.2804407,0.55005425,0.27379432,0.6200251,2.741414,2.741413,0.109737724,0.07123947,0.026042007,0.18679672,1.3011074,1.3011068,0.014212521,0.24403231,0.16531864,0.30297288,1.290181,1.2901807,0.04868529,0.025019513,0.018548995,0.028815497,0.15087737,0.15087707,0.004991479,0100203Z6Tdetesting,unfriendly,negative
184.03174,171.92284,28.57089,240.84364,99.522705,14.240082,13.625795,-17.145233,-16.907206,0.14754099,0.3114754,3,202.83856201171875,35.00305166886897,68.92080688476562,0.15092970430850983,0.016418979186994944,0.023219943046569824,0.13931973278522491,2.0076232,0.6180464,3.2597475,17.107939,17.10788,0.75348604,-0.29736355,0.29508197,2.4083436,0.5616806,4.233003,23.799725,23.799677,1.1995994,0.042236075,0.009032602,0.107892,0.50663835,0.5066381,0.021037849,0.021147307,0.0018528254,0.05949572,0.3218362,0.3218359,0.010533504,0.2628033,0.02512759,0.64207494,3.5934467,3.5934377,0.1309027,0.09176268,0.027874542,0.15689562,0.8354358,0.83543324,0.04570712,0.06163978,0.0037558863,0.18309498,1.0270442,1.0270433,0.030702863,0.053763807,0.015655192,0.110872805,0.5542872,0.5542867,0.026779829,0.0506917,0.0029620572,0.14234695,0.67147505,0.67147464,0.02524961,0100502P6Tblaming,unfriendly,negative
194.30978,200.36694,35.488335,315.70227,165.44783,4.5264893,17.037928,-6.7884827,-19.532457,0.2881356,0.5762712,3,257.5504659016927,50.39001049771442,88.93910217285156,0.30185941606760025,0.13135190725294446,0.18575964868068695,0.20897959172725677,2.680572,1.799217,2.9154835,13.349691,13.349668,1.2918676,-0.44810784,0.33898306,2.5220647,1.7910628,2.6430862,11.974915,11.974896,0.9408681,0.06638355,0.010647203,0.13119471,0.4983273,0.49832428,0.024764694,0.0108281905,0.0026310883,0.019819174,0.07273313,0.07273259,0.0040395074,0.38777104,0.23288131,0.46422744,2.2001007,2.2000976,0.1446598,0.62257755,0.17722188,1.118118,5.5831537,5.5831504,0.23225549,0.024611019,0.0064483257,0.045255248,0.16736566,0.16736437,0.009181256,0.32974258,0.042229153,0.6573215,2.4442034,2.4442008,0.12301202,0.018186292,0.0042038737,0.034110807,0.12807709,0.12807594,0.0067844815,0100502R1Tblaming,unfriendly,negative
204.11185,188.90541,64.97536,570.99945,458.33606,7.9118195,24.067497,-5.504097,-24.781578,0.24509804,0.51960784,4,314.5566864013672,173.6336074996438,384.8152618408203,0.32507936159769696,0.06965987384319358,0.1393197476863861,0.2554194927215576,2.7395813,1.0910225,4.1995416,25.52072,25.520676,0.669047,-0.58626497,0.4019608,3.3433414,1.0968992,5.415514,32.368404,32.36838,1.220384,0.064830944,0.016205229,0.11059772,0.50656563,0.5065647,0.023664543,0.010110969,0.0037214677,0.01381108,0.06284761,0.06284738,0.0036906984,1.6224039,0.15304862,3.369986,20.539154,20.53915,0.5922087,0.6107042,0.1147563,0.9294265,4.4849014,4.4848924,0.2229188,0.024648799,0.009500416,0.03557716,0.2009119,0.2009113,0.008997287,0.13360552,0.051774938,0.18816528,0.9317425,0.9317403,0.04876859,0.023811502,0.006931409,0.045360178,0.35064074,0.3506402,0.008691657,0100502R2Tblaming,unfriendly,negative
198.62016,194.89824,53.2708,333.62888,199.19946,11.578308,28.489014,-5.1350403,-20.439285,0.19480519,0.37662336,3,265.5226287841797,83.75527965267972,161.62449645996094,0.32507936656475067,0.06567593782140403,0.09287980198860168,0.27863946557044983,4.167168,3.636467,4.233795,19.519833,19.51983,0.8690214,-1.3318148,0.32467532,4.975742,4.1283045,5.355159,28.582506,28.582504,1.1940343,0.13463248,0.05106331,0.27211636,1.5425897,1.5425895,0.032307908,0.043158352,0.017611276,0.09484405,0.6212289,0.6212287,0.010356758,1.3289427,0.42194265,1.9211665,7.2923465,7.2923465,0.31890786,1.0596591,0.5753468,1.499096,8.134418,8.134418,0.25428757,0.08238614,0.029210545,0.16519101,0.8834946,0.8834943,0.019770294,0.55436975,0.20251426,1.2644778,9.383386,9.383386,0.13303272,0.05617802,0.019041292,0.108149886,0.5302235,0.53022325,0.013481102,0100502U6Tblaming,unfriendly,negative
225.51184,199.7069,97.67499,450.71866,341.27808,5.9419327,38.20982,-12.208511,-50.82541,0.25,0.48214287,2,415.4165496826172,49.92472099533593,70.60421752929688,0.3715192675590515,0.0,0.0,0.3715192675590515,4.588955,1.0506198,6.0045733,23.57652,23.57652,1.4237297,-0.44414717,0.4107143,5.904345,1.2973669,8.318611,32.315887,32.315887,1.2866427,0.05158322,0.0053266278,0.09592616,0.4520989,0.45209882,0.011240734,0.09947621,0.0040021203,0.50550574,3.4892755,3.4892752,0.021677313,1.6675931,0.10536289,3.1072154,13.984585,13.984585,0.3633928,0.69531447,0.08702114,1.1912405,6.1809087,6.1809087,0.15151913,0.13855687,0.008777935,0.70760226,4.9859934,4.985993,0.030193556,0.2213042,0.018441716,0.5026645,2.8939297,2.8939297,0.048225403,0.028361479,0.003852311,0.08165274,0.55785507,0.55785495,0.0061803786,0100502V6Tblaming,unfriendly,negative
220.85774,161.98624,111.26015,552.27747,445.53632,12.535603,34.69142,-6.050934,-49.20896,0.2,0.42,4,297.37845611572266,190.5889794436513,415.45521545410156,0.12383975833654404,0.07464171050840993,0.13931972533464432,0.06965986639261246,1.8579892,1.2312543,2.2548363,11.808401,11.687708,0.73233646,-0.47877067,0.32,2.5314586,1.6282616,3.222959,17.124723,17.008709,1.3624722,0.030399412,0.016643895,0.032482915,0.12837444,0.12765975,0.016361458,0.011414392,0.0067179706,0.015479677,0.07290943,0.072339766,0.006143411,0.5703293,0.3441506,0.80704147,4.416995,4.4140778,0.30696052,0.2702138,0.100547776,0.482584,2.4215102,2.4163413,0.14543347,0.018369779,0.016548961,0.015637401,0.052949075,0.052369334,0.009886914,0.097376436,0.029494163,0.11647136,0.38888922,0.386423,0.05240958,0.022936529,0.012119353,0.027337389,0.09460509,0.09431303,0.012344813,0100502Z5Tblaming,unfriendly,negative
212.14815,214.26073,41.184784,308.7255,164.28526,7.709984,9.788334,-7.843544,-14.632249,0.2278481,0.39240506,1,308.7254943847656,0.0,0.0,NaN,NaN,NaN,NaN,4.0846295,2.8788629,3.8813355,14.337979,14.337962,1.4830198,-1.4778931,0.36708862,4.488265,3.0596633,4.5529447,16.284288,16.284277,1.0988182,0.11537506,0.024523992,0.2550966,1.146163,1.1461629,0.02824615,0.025763892,0.006024194,0.058509775,0.27561423,0.2756141,0.0063075223,1.162535,0.20092809,1.6625154,6.147174,6.147173,0.2846121,0.6067002,0.21380293,0.86846954,4.5912986,4.591298,0.14853248,0.07973953,0.0148869455,0.20088197,0.92911273,0.9291125,0.019521851,0.14884923,0.080203824,0.20148146,0.7736394,0.77363926,0.036441308,0.14219299,0.010456455,0.4247234,2.1354315,2.1354315,0.034811724,0100809P6Tscolding,unfriendly,negative
