% Author: Cyriaque Brousse

@RELATION voice

% ===============================
%            header
% ===============================
@ATTRIBUTE pitchMean     NUMERIC
@ATTRIBUTE pitchMedian 	 NUMERIC
@ATTRIBUTE pitchStdDev 	 NUMERIC
@ATTRIBUTE pitchMax 	 NUMERIC
@ATTRIBUTE pitchRange 	 NUMERIC
@ATTRIBUTE pitchUpSlopeMedian 	 NUMERIC
@ATTRIBUTE pitchDownSlopeMedian 	 NUMERIC
@ATTRIBUTE pitchUpFramesRatio 	 NUMERIC
@ATTRIBUTE pitchVoicedFramesRatio 	 NUMERIC
@ATTRIBUTE pitchPeaksNum 	 NUMERIC
@ATTRIBUTE pitchPeaksMean 	 NUMERIC
@ATTRIBUTE pitchPeaksStdDev 	 NUMERIC
@ATTRIBUTE pitchPeaksRange 	 NUMERIC
@ATTRIBUTE pitchPeaksDistMean 	 NUMERIC
@ATTRIBUTE pitchPeaksDistStdDev 	 NUMERIC
@ATTRIBUTE pitchPeaksDistRange 	 NUMERIC
@ATTRIBUTE pitchPeaksDistMin 	 NUMERIC
@ATTRIBUTE energyMean 	 NUMERIC
@ATTRIBUTE energyMedian 	 NUMERIC
@ATTRIBUTE energyStdDev 	 NUMERIC
@ATTRIBUTE energyMax 	 NUMERIC
@ATTRIBUTE energyRange 	 NUMERIC
@ATTRIBUTE energyUpSlopeMedian 	 NUMERIC
@ATTRIBUTE energyDownSlopeMedian 	 NUMERIC
@ATTRIBUTE energyUpFramesRatio 	 NUMERIC
@ATTRIBUTE band250.0_energyMean 	 NUMERIC
@ATTRIBUTE band250.0_energyMedian 	 NUMERIC
@ATTRIBUTE band250.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band250.0_energyMax 	 NUMERIC
@ATTRIBUTE band250.0_energyRange 	 NUMERIC
@ATTRIBUTE band250.0_energyRatio 	 NUMERIC
@ATTRIBUTE band3500.0_energyMean 	 NUMERIC
@ATTRIBUTE band3500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band3500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band3500.0_energyMax 	 NUMERIC
@ATTRIBUTE band3500.0_energyRange 	 NUMERIC
@ATTRIBUTE band3500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band8000.0_energyMean 	 NUMERIC
@ATTRIBUTE band8000.0_energyMedian 	 NUMERIC
@ATTRIBUTE band8000.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band8000.0_energyMax 	 NUMERIC
@ATTRIBUTE band8000.0_energyRange 	 NUMERIC
@ATTRIBUTE band8000.0_energyRatio 	 NUMERIC
@ATTRIBUTE band750.0_energyMean 	 NUMERIC
@ATTRIBUTE band750.0_energyMedian 	 NUMERIC
@ATTRIBUTE band750.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band750.0_energyMax 	 NUMERIC
@ATTRIBUTE band750.0_energyRange 	 NUMERIC
@ATTRIBUTE band750.0_energyRatio 	 NUMERIC
@ATTRIBUTE band1500.0_energyMean 	 NUMERIC
@ATTRIBUTE band1500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band1500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band1500.0_energyMax 	 NUMERIC
@ATTRIBUTE band1500.0_energyRange 	 NUMERIC
@ATTRIBUTE band1500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band6000.0_energyMean 	 NUMERIC
@ATTRIBUTE band6000.0_energyMedian 	 NUMERIC
@ATTRIBUTE band6000.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band6000.0_energyMax 	 NUMERIC
@ATTRIBUTE band6000.0_energyRange 	 NUMERIC
@ATTRIBUTE band6000.0_energyRatio 	 NUMERIC
@ATTRIBUTE band2500.0_energyMean 	 NUMERIC
@ATTRIBUTE band2500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band2500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band2500.0_energyMax 	 NUMERIC
@ATTRIBUTE band2500.0_energyRange 	 NUMERIC
@ATTRIBUTE band2500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band4500.0_energyMean 	 NUMERIC
@ATTRIBUTE band4500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band4500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band4500.0_energyMax 	 NUMERIC
@ATTRIBUTE band4500.0_energyRange 	 NUMERIC
@ATTRIBUTE band4500.0_energyRatio 	 NUMERIC
@ATTRIBUTE filename 	 STRING
@ATTRIBUTE class 	 {wanting,unfriendly,touched,sure,unsure,excited,kind,happy,angry,thinking,disbelieving,liked,fond,bothered,disgusted,romantic,sorry,sad,afraid,interested,suprised,bored,hurt,sneaky}

% =================================================================

@DATA
158.10405,101.06921,68.177605,332.03226,230.96304,0.8153076,-221.32303,0.0882353,0.3529412,4,214.5935935974121,102.0280255691978,214.0436553955078,0.16253968328237534,0.08372073659614629,0.16253968328237534,0.06965986639261246,1.9277312,4.8598123E-4,3.2053528,15.473036,15.472549,0.004578287,-7.668565,0.22058824,2.4704022,6.5699196E-4,4.229876,20.215622,20.214966,1.2815076,0.031373404,8.483737E-7,0.059844553,0.23824982,0.23824897,0.016274782,0.00589081,4.5761476E-7,0.009403383,0.03995544,0.039954983,0.0030558254,0.78415227,7.4027856E-5,2.0562108,9.866145,9.866071,0.4067747,0.30797687,1.6865732E-5,0.82427347,4.207002,4.2069855,0.15976132,0.011562335,6.731467E-7,0.020466123,0.08264284,0.08264217,0.005997898,0.09327267,2.609791E-6,0.18083087,0.7007107,0.7007081,0.04838469,0.009159266,4.0138792E-7,0.016828226,0.06853073,0.06853033,0.004751319,0100203R5Tdetesting,unfriendly
301.65454,208.27313,64.93365,404.94232,196.66919,1.0305786,-106.38133,0.21359223,0.3883495,3,330.6618245442708,72.02163214903936,143.80780029296875,0.30185940861701965,0.09851391726881818,0.13931971788406372,0.2321995496749878,2.4736223,2.237976E-6,4.1439295,19.31837,19.318369,1.4358284E-7,-7.655911,0.3883495,3.1501973,2.188522E-6,5.357441,21.50615,21.506147,1.2735158,0.054767177,1.2516317E-7,0.1481289,0.8916714,0.8916713,0.022140477,0.13007724,2.0639024E-7,0.394249,2.7315319,2.7315316,0.052585732,0.5614416,1.3627444E-7,0.9528578,4.5274835,4.5274835,0.22697143,0.8797797,2.1549982E-7,2.51504,14.8663845,14.8663845,0.35566452,0.06696984,2.5501663E-7,0.12463044,0.7293643,0.72936404,0.027073592,0.19438076,1.1821236E-7,0.5935983,3.9016428,3.9016428,0.07858142,0.02234466,1.06822625E-7,0.042309385,0.23351406,0.23351395,0.009033173,0100203R6Tdetesting,unfriendly
244.67107,190.77821,80.69315,607.4091,416.63092,0.11074829,-406.62238,0.3604651,0.627907,4,400.90692138671875,157.17316618541864,331.8276672363281,0.23219954470793405,0.09287980943918238,0.18575961887836456,0.13931973278522491,5.074007,2.9830804E-5,5.1303453,27.90094,27.90091,2.4400563E-4,-19.728624,0.5116279,6.433653,2.4714294E-5,7.5139093,41.813107,41.813084,1.2679629,0.11325392,3.207849E-7,0.14839114,0.6549453,0.654945,0.02232041,0.0915304,1.0727983E-6,0.2573086,1.5065633,1.5065622,0.018039076,1.8679482,2.4177214E-6,2.5644486,9.874321,9.874318,0.36814064,0.59855473,2.2126935E-6,0.75322,3.225802,3.2257998,0.1179649,0.06101254,8.176391E-7,0.09090949,0.54206383,0.542063,0.012024528,0.31601882,7.9155404E-7,0.37962806,1.4610704,1.4610696,0.062281903,0.035249885,2.3781874E-7,0.03909427,0.16620623,0.16620599,0.0069471495,0100203Z6Tdetesting,unfriendly
241.95052,168.9236,58.023037,427.60577,258.6822,9.225189,-220.21104,0.14754099,0.32786885,3,316.8600718180339,105.49942116829232,210.06932067871094,0.18575963377952576,0.032837979447414144,0.046439915895462036,0.16253967583179474,2.113701,5.0922317E-5,2.9283369,11.322315,11.322265,5.5760334E-5,-7.4189763,0.29508197,2.8189628,4.140785E-5,4.0099277,14.455607,14.455566,1.333662,0.04571418,4.4092837E-7,0.09395478,0.4367741,0.43677366,0.021627553,0.060389396,1.0165603E-6,0.17085682,0.8461204,0.8461194,0.028570453,0.37344235,8.429509E-6,0.69803035,3.1108527,3.1108444,0.17667699,0.11604745,7.4469754E-6,0.1982317,0.92101055,0.9210031,0.054902487,0.08262398,1.3004633E-6,0.21436353,0.9855866,0.9855853,0.039089717,0.050747942,1.4332951E-6,0.07267105,0.28583845,0.28583702,0.024009043,0.033750463,2.5223966E-7,0.07552653,0.30582407,0.30582383,0.015967472,0100502P6Tblaming,unfriendly
296.51657,227.32918,58.26733,470.91733,243.58815,0.37393188,-235.65912,0.2881356,0.59322035,4,366.67820739746094,71.57550190441296,163.18829345703125,0.20897959172725677,0.04021814691508288,0.06965987384319305,0.16253967583179474,2.7001925,9.898953E-5,3.188,16.087559,16.08746,0.0023698062,-7.5864735,0.3898305,3.3507395,4.381935E-5,3.8894405,20.062883,20.06284,1.2409261,0.24437732,6.0740905E-7,0.585016,2.9250531,2.9250524,0.09050366,0.02795979,5.1309945E-7,0.058479533,0.27584538,0.27584487,0.01035474,0.36004096,4.147872E-6,0.33021003,1.3177235,1.3177193,0.133339,0.45626932,1.859185E-6,0.68647146,3.0894728,3.0894709,0.16897659,0.06835643,8.666355E-7,0.15450135,0.76662385,0.76662296,0.025315393,0.46341243,1.1580969E-6,1.1340408,6.390032,6.390031,0.17162201,0.10177786,4.6898532E-7,0.25811172,1.3991226,1.3991221,0.037692815,0100502R1Tblaming,unfriendly
315.46436,198.48895,60.445187,444.76843,246.27948,1.9431763,-210.34973,0.24509804,0.5294118,6,356.5614522298177,71.32798113540153,162.48141479492188,0.1996916115283966,0.09374652477724978,0.2321995496749878,0.1160997748374939,2.7582874,1.0161723E-4,4.0704255,16.627522,16.62742,0.0022688997,-10.389287,0.43137255,3.1491833,1.1491979E-4,4.5320444,19.166542,19.166428,1.1417168,0.120077364,7.098438E-6,0.17816491,0.62753725,0.62753016,0.043533303,0.049665887,2.369077E-6,0.13168648,1.0286467,1.0286443,0.018006058,0.86935544,1.8401295E-5,1.4642707,6.6226397,6.622621,0.31517944,1.4248604,1.05111185E-5,2.8278666,11.627246,11.627235,0.51657426,0.101609804,3.4788725E-6,0.22902596,1.757131,1.7571275,0.036838003,0.3716028,1.3496846E-5,0.6120894,3.04414,3.0441265,0.13472229,0.07135726,2.1277117E-6,0.12890929,0.67070055,0.6706984,0.025870131,0100502R2Tblaming,unfriendly
222.48547,152.3504,71.0767,450.60092,298.25052,1.2900848,-266.224,0.15584415,0.35064936,3,350.20738728841144,91.98279908466851,180.61843872070312,0.15092970430850983,0.08209493808182323,0.1160997748374939,0.09287981688976288,3.8086784,2.2468691E-6,3.9073443,17.748186,17.748184,0.009389658,-8.744745,0.3116883,4.5686593,2.1149015E-6,4.9081206,24.597569,24.597567,1.1995393,0.19379185,2.0291462E-7,0.38406825,1.8993247,1.8993244,0.050881654,0.06067224,3.0613944E-7,0.13148536,0.84139913,0.84139884,0.015929997,1.0737863,6.858647E-8,1.5458663,6.976347,6.976347,0.28193146,1.0177423,1.8158983E-7,1.550119,7.470932,7.470932,0.26721665,0.096710674,3.5932152E-7,0.18810129,1.0822365,1.0822362,0.025392188,0.66602904,2.8809458E-7,1.2665253,7.029784,7.0297837,0.17487143,0.07117322,1.4472553E-7,0.12545653,0.568387,0.56838685,0.018687118,0100502U6Tblaming,unfriendly
243.37048,124.00321,105.54384,493.8391,369.8359,0.8128662,-218.47739,0.26785713,0.44642857,3,392.6521504720052,120.75564171118668,234.86367797851562,0.19736961275339127,0.016418989723707072,0.023219957947731018,0.18575963377952576,4.5866213,1.7704172E-6,6.153139,23.55211,23.552109,1.641929E-7,-21.922033,0.44642857,5.8415027,1.7294367E-6,8.184065,26.708082,26.70808,1.273596,0.06581986,1.7305558E-7,0.13842672,0.814548,0.81454784,0.014350402,0.18328509,5.80859E-7,0.99118227,6.8883023,6.888302,0.039960805,1.5638965,8.104474E-8,2.829307,10.424978,10.424978,0.34096918,0.9392116,1.4418454E-7,2.0997176,12.731639,12.731639,0.204772,0.10425564,3.735924E-7,0.472622,3.3402307,3.3402302,0.022730378,0.30141103,1.2950761E-7,0.7894138,4.7545724,4.7545724,0.06571527,0.027642263,1.3052772E-7,0.05667832,0.28832442,0.2883243,0.006026716,0100502V6Tblaming,unfriendly
166.08434,88.868256,87.05457,460.9673,372.09903,3.138527,-330.3811,0.24,0.5,4,240.36776733398438,162.88157907190697,357.73753356933594,0.1547996997833252,0.07093813515686273,0.13931973278522491,0.09287981688976288,1.703453,0.16573718,1.9399197,8.081664,7.915927,0.014198959,-3.4466364,0.36,2.181597,0.171325,2.6531518,11.272308,11.100984,1.280691,0.02718559,4.3220082E-4,0.030205261,0.09686661,0.09643441,0.015959108,0.015754946,3.0305455E-4,0.03784486,0.20207755,0.2017745,0.009248829,0.3035724,0.0068999357,0.40692943,1.833931,1.827031,0.17821002,0.1500438,0.005195091,0.2016337,0.93069625,0.92550117,0.08808215,0.017865488,6.6634413E-4,0.03099146,0.14336574,0.14269939,0.010487809,0.05418498,0.0014907562,0.06388091,0.21432464,0.21283388,0.03180891,0.010263836,2.1983226E-4,0.011601544,0.047451295,0.04723146,0.0060253125,0100502Z5Tblaming,unfriendly
351.6306,244.00935,65.737915,526.6453,282.636,3.0289917,-67.51221,0.21518987,0.443038,2,444.55116271972656,116.09867727410008,164.18832397460938,0.5572789311408997,0.0,0.0,0.5572789311408997,4.773768,1.9780571E-5,5.187466,24.694857,24.694838,0.0019423703,-24.17662,0.3164557,6.04652,1.8340044E-5,6.7474136,34.208347,34.20833,1.2666137,0.14931257,9.5080466E-8,0.22065629,1.2196741,1.219674,0.03127772,0.16208108,1.8013814E-7,0.47400832,2.8350139,2.8350136,0.03395244,1.4498372,2.1790672E-6,2.4438334,14.845218,14.845216,0.30370918,1.3583219,6.700013E-7,2.0013978,9.732135,9.732134,0.28453875,0.16534604,1.9822127E-7,0.35983562,2.004069,2.0040689,0.03463638,0.37338996,1.8883672E-7,0.4788454,1.9221435,1.9221432,0.07821703,0.07184582,1.0068548E-7,0.094410576,0.38074043,0.38074034,0.015050129,0100809P6Tscolding,unfriendly
