0102501R6Tbullying.mov,bullying,unfriendly,negative
0102501Z6Tbullying.mov,bullying,unfriendly,negative
0102604P3Tpitiless.mov,pitiless,unfriendly,negative
0102604P5Tpitiless.mov,pitiless,unfriendly,negative
0102604P6Tpitiless.mov,pitiless,unfriendly,negative
0102604R6Tpitiless.mov,pitiless,unfriendly,negative
0102604U5Tpitiless.mov,pitiless,unfriendly,negative
0102604Z6Tpitiless.mov,pitiless,unfriendly,negative
0102901P3Tcold.mov,cold,unfriendly,negative
0102901P6Tcold.mov,cold,unfriendly,negative
0102901R6Tcold.mov,cold,unfriendly,negative
0102901U1Tcold.mov,cold,unfriendly,negative
0102901U2Tcold.mov,cold,unfriendly,negative
0102901Z5Tcold.mov,cold,unfriendly,negative
0103001P4Tcondemning.mov,condemning,unfriendly,negative
0103001P5Tcondemning.mov,condemning,unfriendly,negative
0103001P6Tcondemning.mov,condemning,unfriendly,negative
0103001R5Tcondemning.mov,condemning,unfriendly,negative
0103001R6Tcondemning.mov,condemning,unfriendly,negative
0103001Z5Tcondemning.mov,condemning,unfriendly,negative
0103101P3Tcondescending.mov,condescending,unfriendly,negative
0103101P5Tcondescending.mov,condescending,unfriendly,negative
0103101P6Tcondescending.mov,condescending,unfriendly,negative
0103101R5Tcondescending.mov,condescending,unfriendly,negative
0103101R6Tcondescending.mov,condescending,unfriendly,negative
0103101Z6Tcondescending.mov,condescending,unfriendly,negative
0103203P6Targumentative.mov,argumentative,unfriendly,negative
0103203R2Targumentative.mov,argumentative,unfriendly,negative
0103203R5Targumentative.mov,argumentative,unfriendly,negative
0103203U5Targumentative.mov,argumentative,unfriendly,negative
0103203U6Targumentative.mov,argumentative,unfriendly,negative
0103203V6Targumentative.mov,argumentative,unfriendly,negative
0103301P3Tcontemptuous.mov,contemptuous,unfriendly,negative
0103301P5Tcontemptuous.mov,contemptuous,unfriendly,negative
0103301P6Tcontemptuous.mov,contemptuous,unfriendly,negative
0103301R5Tcontemptuous.mov,contemptuous,unfriendly,negative
0103301R6Tcontemptuous.mov,contemptuous,unfriendly,negative
0103301Z6Tcontemptuous.mov,contemptuous,unfriendly,negative
0103401P4Tcontradictory.mov,contradictory,unfriendly,negative
0103401P5Tcontradictory.mov,contradictory,unfriendly,negative
0103401P6Tcontradictory.mov,contradictory,unfriendly,negative
0103401R5Tcontradictory.mov,contradictory,unfriendly,negative
0103401R6Tcontradictory.mov,contradictory,unfriendly,negative
0103401Z5Tcontradictory.mov,contradictory,unfriendly,negative
0103501P3Tcontrary.mov,contrary,unfriendly,negative
0103501P6Tcontrary.mov,contrary,unfriendly,negative
0103501R5Tcontrary.mov,contrary,unfriendly,negative
0103501R6Tcontrary.mov,contrary,unfriendly,negative
0103501U5Tcontrary.mov,contrary,unfriendly,negative
0103501Z6Tcontrary.mov,contrary,unfriendly,negative
0103901P3Tdefiant.mov,defiant,unfriendly,negative
0103901P5Tdefiant.mov,defiant,unfriendly,negative
0103901P6Tdefiant.mov,defiant,unfriendly,negative
0103901R5Tdefiant.mov,defiant,unfriendly,negative
0103901R6Tdefiant.mov,defiant,unfriendly,negative
0103901Z6Tdefiant.mov,defiant,unfriendly,negative
0104002A5Tdiscouraging.mov,discouraging,unfriendly,negative
0104002P4Tdiscouraging.mov,discouraging,unfriendly,negative
0104002P5Tdiscouraging.mov,discouraging,unfriendly,negative
0104002P6Tdiscouraging.mov,discouraging,unfriendly,negative
0104002R6Tdiscouraging.mov,discouraging,unfriendly,negative
0104002Z5Tdiscouraging.mov,discouraging,unfriendly,negative
0104201P4Tdespising.mov,despising,unfriendly,negative
0104201P5Tdespising.mov,despising,unfriendly,negative
0104201P6Tdespising.mov,despising,unfriendly,negative
0104201R5Tdespising.mov,despising,unfriendly,negative
0104201R6Tdespising.mov,despising,unfriendly,negative
0104201Z5Tdespising.mov,despising,unfriendly,negative
0104401P4Tdifficult.mov,difficult,unfriendly,negative
0104401P5Tdifficult.mov,difficult,unfriendly,negative
0104401R1Tdifficult.mov,difficult,unfriendly,negative
0104401R2Tdifficult.mov,difficult,unfriendly,negative
0104401R6Tdifficult.mov,difficult,unfriendly,negative
0104401Z5Tdifficult.mov,difficult,unfriendly,negative
0104602P4Tdisapproving.mov,disapproving,unfriendly,negative
0104602P5Tdisapproving.mov,disapproving,unfriendly,negative
0104602P6Tdisapproving.mov,disapproving,unfriendly,negative
0104602R5Tdisapproving.mov,disapproving,unfriendly,negative
0104602R6Tdisapproving.mov,disapproving,unfriendly,negative
0104602Z5Tdisapproving.mov,disapproving,unfriendly,negative
0104801P4Tdisinclined.mov,disinclined,unfriendly,negative
0104801P5Tdisinclined.mov,disinclined,unfriendly,negative
0104801R6Tdisinclined.mov,disinclined,unfriendly,negative
0104801U5Tdisinclined.mov,disinclined,unfriendly,negative
0104801U6Tdisinclined.mov,disinclined,unfriendly,negative
0104801Z5Tdisinclined.mov,disinclined,unfriendly,negative
0104901P4Tdisliking.mov,disliking,unfriendly,negative
0104901P5Tdisliking.mov,disliking,unfriendly,negative
0104901R1Tdisliking.mov,disliking,unfriendly,negative
0104901U5Tdisliking.mov,disliking,unfriendly,negative
0104901U6Tdisliking.mov,disliking,unfriendly,negative
0104901Z6Tdisliking.mov,disliking,unfriendly,negative
0105202A5Tignoring.mov,ignoring,unfriendly,negative
0105202R5Tignoring.mov,ignoring,unfriendly,negative
0105202R6Tignoring.mov,ignoring,unfriendly,negative
0105202U5Tignoring.mov,ignoring,unfriendly,negative
0105202U6Tignoring.mov,ignoring,unfriendly,negative
0105202Z6Tignoring.mov,ignoring,unfriendly,negative
0105301P6Tdisrespectful.mov,disrespectful,unfriendly,negative
0105301R1Tdisrespectful.mov,disrespectful,unfriendly,negative
0105301R2Tdisrespectful.mov,disrespectful,unfriendly,negative
0105301R5Tdisrespectful.mov,disrespectful,unfriendly,negative
0105301U5Tdisrespectful.mov,disrespectful,unfriendly,negative
0105301Z6Tdisrespectful.mov,disrespectful,unfriendly,negative
0106002A6Thateful.mov,hateful,unfriendly,negative
0106002R1Thateful.mov,hateful,unfriendly,negative
0106002R2Thateful.mov,hateful,unfriendly,negative
0106002R6Thateful.mov,hateful,unfriendly,negative
0106002U1Thateful.mov,hateful,unfriendly,negative
0106002Z6Thateful.mov,hateful,unfriendly,negative
0106201P5Tgleeful.mov,gleeful,unfriendly,negative
0106201P6Tgleeful.mov,gleeful,unfriendly,negative
0106201R5Tgleeful.mov,gleeful,unfriendly,negative
0106201R6Tgleeful.mov,gleeful,unfriendly,negative
0106201U5Tgleeful.mov,gleeful,unfriendly,negative
0106201Z6Tgleeful.mov,gleeful,unfriendly,negative
0106501P4Thaughty.mov,haughty,unfriendly,negative
0106501P5Thaughty.mov,haughty,unfriendly,negative
0106501P6Thaughty.mov,haughty,unfriendly,negative
0106501R5Thaughty.mov,haughty,unfriendly,negative
0106501R6Thaughty.mov,haughty,unfriendly,negative
0106501U6Thaughty.mov,haughty,unfriendly,negative
0106601P5Thostile.mov,hostile,unfriendly,negative
0106601P6Thostile.mov,hostile,unfriendly,negative
0106601R5Thostile.mov,hostile,unfriendly,negative
0106601R6Thostile.mov,hostile,unfriendly,negative
0106601U5Thostile.mov,hostile,unfriendly,negative
0106601Z6Thostile.mov,hostile,unfriendly,negative
0106804P3Trude.mov,rude,unfriendly,negative
0106804P5Trude.mov,rude,unfriendly,negative
0106804P6Trude.mov,rude,unfriendly,negative
0106804R5Trude.mov,rude,unfriendly,negative
0106804R6Trude.mov,rude,unfriendly,negative
0106804Z6Trude.mov,rude,unfriendly,negative
0107202P3Tunfriendly.mov,unfriendly,unfriendly,negative
0107202R1Tunfriendly.mov,unfriendly,unfriendly,negative
0107202R2Tunfriendly.mov,unfriendly,unfriendly,negative
0107202R6Tunfriendly.mov,unfriendly,unfriendly,negative
0107202U6Tunfriendly.mov,unfriendly,unfriendly,negative
0107202Z5Tunfriendly.mov,unfriendly,unfriendly,negative
0107302P4Tuncaring.mov,uncaring,unfriendly,negative
0107302P5Tuncaring.mov,uncaring,unfriendly,negative
0107302R1Tuncaring.mov,uncaring,unfriendly,negative
0107302R6Tuncaring.mov,uncaring,unfriendly,negative
0107302U2Tuncaring.mov,uncaring,unfriendly,negative
0107302Z5Tuncaring.mov,uncaring,unfriendly,negative
0107801P4Tjudgmental.mov,judgmental,unfriendly,negative
0107801P5Tjudgmental.mov,judgmental,unfriendly,negative
0107801P6Tjudgmental.mov,judgmental,unfriendly,negative
0107801R6Tjudgmental.mov,judgmental,unfriendly,negative
0107801U5Tjudgmental.mov,judgmental,unfriendly,negative
0107801Z5Tjudgmental.mov,judgmental,unfriendly,negative
0108001A5Tmean.mov,mean,unfriendly,negative
0108001P4Tmean.mov,mean,unfriendly,negative
0108001R1Tmean.mov,mean,unfriendly,negative
0108001R2Tmean.mov,mean,unfriendly,negative
0108001U6Tmean.mov,mean,unfriendly,negative
0108001Z6Tmean.mov,mean,unfriendly,negative
0109602P3Trejecting.mov,rejecting,unfriendly,negative
0109602P5Trejecting.mov,rejecting,unfriendly,negative
0109602P6Trejecting.mov,rejecting,unfriendly,negative
0109602R5Trejecting.mov,rejecting,unfriendly,negative
0109602R6Trejecting.mov,rejecting,unfriendly,negative
0109602Z6Trejecting.mov,rejecting,unfriendly,negative
0109801P3Tsadistic.mov,sadistic,unfriendly,negative
0109801P5Tsadistic.mov,sadistic,unfriendly,negative
0109801P6Tsadistic.mov,sadistic,unfriendly,negative
0109801R5Tsadistic.mov,sadistic,unfriendly,negative
0109801R6Tsadistic.mov,sadistic,unfriendly,negative
0109801Z6Tsadistic.mov,sadistic,unfriendly,negative
0109901A6Tsarcastic.mov,sarcastic,unfriendly,negative
0109901P5Tsarcastic.mov,sarcastic,unfriendly,negative
0109901P6Tsarcastic.mov,sarcastic,unfriendly,negative
0109901U5Tsarcastic.mov,sarcastic,unfriendly,negative
0109901V6Tsarcastic.mov,sarcastic,unfriendly,negative
0109901Z5Tsarcastic.mov,sarcastic,unfriendly,negative
0110101P3Tselfish.mov,selfish,unfriendly,negative
0110101P6Tselfish.mov,selfish,unfriendly,negative
0110101R2Tselfish.mov,selfish,unfriendly,negative
0110101U1Tselfish.mov,selfish,unfriendly,negative
0110101U5Tselfish.mov,selfish,unfriendly,negative
0110101Z6Tselfish.mov,selfish,unfriendly,negative
0110401P4Tstern.mov,stern,unfriendly,negative
0110401P5Tstern.mov,stern,unfriendly,negative
0110401P6Tstern.mov,stern,unfriendly,negative
0110401R5Tstern.mov,stern,unfriendly,negative
0110401R6Tstern.mov,stern,unfriendly,negative
0110401Z5Tstern.mov,stern,unfriendly,negative
0110501P3Tsupercilious.mov,supercilious,unfriendly,negative
0110501P5Tsupercilious.mov,supercilious,unfriendly,negative
0110501P6Tsupercilious.mov,supercilious,unfriendly,negative
0110501R5Tsupercilious.mov,supercilious,unfriendly,negative
0110501R6Tsupercilious.mov,supercilious,unfriendly,negative
0110501Z6Tsupercilious.mov,supercilious,unfriendly,negative
0110701P3Tthreatening.mov,threatening,unfriendly,negative
0110701P5Tthreatening.mov,threatening,unfriendly,negative
0110701R1Tthreatening.mov,threatening,unfriendly,negative
0110701R6Tthreatening.mov,threatening,unfriendly,negative
0110701U2Tthreatening.mov,threatening,unfriendly,negative
0110701Z5Tthreatening.mov,threatening,unfriendly,negative
0110901P4Tunapproachable.mov,unapproachable,unfriendly,negative
0110901P5Tunapproachable.mov,unapproachable,unfriendly,negative
0110901P6Tunapproachable.mov,unapproachable,unfriendly,negative
0110901R5Tunapproachable.mov,unapproachable,unfriendly,negative
0110901U6Tunapproachable.mov,unapproachable,unfriendly,negative
0110901Z5Tunapproachable.mov,unapproachable,unfriendly,negative
0111201P6Tunkind.mov,unkind,unfriendly,negative
0111201R2Tunkind.mov,unkind,unfriendly,negative
0111201R6Tunkind.mov,unkind,unfriendly,negative
0111201U1Tunkind.mov,unkind,unfriendly,negative
0111201U6Tunkind.mov,unkind,unfriendly,negative
0111201Z5Tunkind.mov,unkind,unfriendly,negative
0111301P3Tunreceptive.mov,unreceptive,unfriendly,negative
0111301P5Tunreceptive.mov,unreceptive,unfriendly,negative
0111301P6Tunreceptive.mov,unreceptive,unfriendly,negative
0111301R6Tunreceptive.mov,unreceptive,unfriendly,negative
0111301U5Tunreceptive.mov,unreceptive,unfriendly,negative
0111301Z6Tunreceptive.mov,unreceptive,unfriendly,negative
0111602P4Tvindictive.mov,vindictive,unfriendly,negative
0111602P6Tvindictive.mov,vindictive,unfriendly,negative
0111602R5Tvindictive.mov,vindictive,unfriendly,negative
0111602R6Tvindictive.mov,vindictive,unfriendly,negative
0111602U6Tvindictive.mov,vindictive,unfriendly,negative
0111602Z5Tvindictive.mov,vindictive,unfriendly,negative
0111901A5Tviolent.mov,violent,unfriendly,negative
0111901P4Tviolent.mov,violent,unfriendly,negative
0111901P5Tviolent.mov,violent,unfriendly,negative
0111901R6Tviolent.mov,violent,unfriendly,negative
0111901U2Tviolent.mov,violent,unfriendly,negative
0111901Z5Tviolent.mov,violent,unfriendly,negative
0112101P4Toppressive.mov,oppressive,unfriendly,negative
0112101P5Toppressive.mov,oppressive,unfriendly,negative
0112101R5Toppressive.mov,oppressive,unfriendly,negative
0112101R6Toppressive.mov,oppressive,unfriendly,negative
0112101U5Toppressive.mov,oppressive,unfriendly,negative
0112101U6Toppressive.mov,oppressive,unfriendly,negative
0200102P4Tanguished.mov,anguished,sad,negative
0200102P5Tanguished.mov,anguished,sad,negative
0200102P6Tanguished.mov,anguished,sad,negative
0200102R5Tanguished.mov,anguished,sad,negative
0200102R6Tanguished.mov,anguished,sad,negative
0200102Z5Tanguished.mov,anguished,sad,negative
0200415P4Tsad.mov,sad,sad,negative
0200415P5Tsad.mov,sad,sad,negative
0200415R1Tsad.mov,sad,sad,negative
0200415R2Tsad.mov,sad,sad,negative
0200415R5Tsad.mov,sad,sad,negative
0200415Z6Tsad.mov,sad,sad,negative
0200502P3Tdisappointed.mov,disappointed,sad,negative
0200502P6Tdisappointed.mov,disappointed,sad,negative
0200502R1Tdisappointed.mov,disappointed,sad,negative
0200502R5Tdisappointed.mov,disappointed,sad,negative
0200502U2Tdisappointed.mov,disappointed,sad,negative
0200502Z6Tdisappointed.mov,disappointed,sad,negative
0200602P3Tlonely.mov,lonely,sad,negative
0200602P5Tlonely.mov,lonely,sad,negative
0200602R2Tlonely.mov,lonely,sad,negative
0200602U1Tlonely.mov,lonely,sad,negative
0200602U6Tlonely.mov,lonely,sad,negative
0200602Z6Tlonely.mov,lonely,sad,negative
0200701P4Tdespairing.mov,despairing,sad,negative
0200701P5Tdespairing.mov,despairing,sad,negative
0200701P6Tdespairing.mov,despairing,sad,negative
0200701R5Tdespairing.mov,despairing,sad,negative
0200701R6Tdespairing.mov,despairing,sad,negative
0200701Z5Tdespairing.mov,despairing,sad,negative
0200801P3Tdevastated.mov,devastated,sad,negative
0200801P6Tdevastated.mov,devastated,sad,negative
0200801R5Tdevastated.mov,devastated,sad,negative
0200801R6Tdevastated.mov,devastated,sad,negative
0200801U6Tdevastated.mov,devastated,sad,negative
0200801Z6Tdevastated.mov,devastated,sad,negative
0201001P3Tdiscouraged.mov,discouraged,sad,negative
0201001P5Tdiscouraged.mov,discouraged,sad,negative
0201001P6Tdiscouraged.mov,discouraged,sad,negative
0201001R5Tdiscouraged.mov,discouraged,sad,negative
0201001R6Tdiscouraged.mov,discouraged,sad,negative
0201001Z6Tdiscouraged.mov,discouraged,sad,negative
0201102P4Tdisillusioned.mov,disillusioned,sad,negative
0201102P5Tdisillusioned.mov,disillusioned,sad,negative
0201102P6Tdisillusioned.mov,disillusioned,sad,negative
0201102U5Tdisillusioned.mov,disillusioned,sad,negative
0201102U6Tdisillusioned.mov,disillusioned,sad,negative
0201102Z5Tdisillusioned.mov,disillusioned,sad,negative
0201301A5Tdistraught.mov,distraught,sad,negative
0201301A6Tdistraught.mov,distraught,sad,negative
0201301P5Tdistraught.mov,distraught,sad,negative
0201301P6Tdistraught.mov,distraught,sad,negative
0201301R6Tdistraught.mov,distraught,sad,negative
0201301Z5Tdistraught.mov,distraught,sad,negative
0201402P3Tupset.mov,upset,sad,negative
0201402P6Tupset.mov,upset,sad,negative
0201402R1Tupset.mov,upset,sad,negative
0201402R2Tupset.mov,upset,sad,negative
0201402R6Tupset.mov,upset,sad,negative
0201402Z5Tupset.mov,upset,sad,negative
0201502P3Tgloomy.mov,gloomy,sad,negative
0201502P5Tgloomy.mov,gloomy,sad,negative
0201502R6Tgloomy.mov,gloomy,sad,negative
0201502U5Tgloomy.mov,gloomy,sad,negative
0201502U6Tgloomy.mov,gloomy,sad,negative
0201502Z6Tgloomy.mov,gloomy,sad,negative
0201602P5Tempty.mov,empty,sad,negative
0201602R2Tempty.mov,empty,sad,negative
0201602R6Tempty.mov,empty,sad,negative
0201602U1Tempty.mov,empty,sad,negative
0201602U6Tempty.mov,empty,sad,negative
0201602Z5Tempty.mov,empty,sad,negative
0201802P6Ttired.mov,tired,sad,negative
0201802R2Ttired.mov,tired,sad,negative
0201802U1Ttired.mov,tired,sad,negative
0201802U5Ttired.mov,tired,sad,negative
0201802U6Ttired.mov,tired,sad,negative
0201802Z5Ttired.mov,tired,sad,negative
0201901P3Tgrave.mov,grave,sad,negative
0201901P5Tgrave.mov,grave,sad,negative
0201901P6Tgrave.mov,grave,sad,negative
0201901R5Tgrave.mov,grave,sad,negative
0201901R6Tgrave.mov,grave,sad,negative
0201901Z6Tgrave.mov,grave,sad,negative
0202001P4Tgrieving.mov,grieving,sad,negative
0202001P5Tgrieving.mov,grieving,sad,negative
0202001P6Tgrieving.mov,grieving,sad,negative
0202001R5Tgrieving.mov,grieving,sad,negative
0202001R6Tgrieving.mov,grieving,sad,negative
0202001Z5Tgrieving.mov,grieving,sad,negative
0202101P3Theartache.mov,heartache,sad,negative
0202101P5Theartache.mov,heartache,sad,negative
0202101P6Theartache.mov,heartache,sad,negative
0202101R5Theartache.mov,heartache,sad,negative
0202101R6Theartache.mov,heartache,sad,negative
0202101Z6Theartache.mov,heartache,sad,negative
0202201P4Theartbroken.mov,heartbroken,sad,negative
0202201P5Theartbroken.mov,heartbroken,sad,negative
0202201P6Theartbroken.mov,heartbroken,sad,negative
0202201R5Theartbroken.mov,heartbroken,sad,negative
0202201R6Theartbroken.mov,heartbroken,sad,negative
0202201Z5Theartbroken.mov,heartbroken,sad,negative
0202301P3Thomesick.mov,homesick,sad,negative
0202301P5Thomesick.mov,homesick,sad,negative
0202301P6Thomesick.mov,homesick,sad,negative
0202301R6Thomesick.mov,homesick,sad,negative
0202301U5Thomesick.mov,homesick,sad,negative
0202301Z6Thomesick.mov,homesick,sad,negative
0202401P4Thysterical.mov,hysterical,sad,negative
0202401P5Thysterical.mov,hysterical,sad,negative
0202401P6Thysterical.mov,hysterical,sad,negative
0202401R6Thysterical.mov,hysterical,sad,negative
0202401U5Thysterical.mov,hysterical,sad,negative
0202401Z5Thysterical.mov,hysterical,sad,negative
0202502P4Ttearful.mov,tearful,sad,negative
0202502P5Ttearful.mov,tearful,sad,negative
0202502R5Ttearful.mov,tearful,sad,negative
0202502U1Ttearful.mov,tearful,sad,negative
0202502U2Ttearful.mov,tearful,sad,negative
0202502Z6Ttearful.mov,tearful,sad,negative
0202901A6Tpining.mov,pining,sad,negative
0202901P4Tpining.mov,pining,sad,negative
0202901P5Tpining.mov,pining,sad,negative
0202901P6Tpining.mov,pining,sad,negative
0202901U5Tpining.mov,pining,sad,negative
0202901Z5Tpining.mov,pining,sad,negative
0203201P3Tresigned.mov,resigned,sad,negative
0203201P5Tresigned.mov,resigned,sad,negative
0203201P6Tresigned.mov,resigned,sad,negative
0203201R5Tresigned.mov,resigned,sad,negative
0203201U5Tresigned.mov,resigned,sad,negative
0203201Z6Tresigned.mov,resigned,sad,negative
0203501P4Tsubdued.mov,subdued,sad,negative
0203501P5Tsubdued.mov,subdued,sad,negative
0203501P6Tsubdued.mov,subdued,sad,negative
0203501U5Tsubdued.mov,subdued,sad,negative
0203501U6Tsubdued.mov,subdued,sad,negative
0203501Z5Tsubdued.mov,subdued,sad,negative
0203801P4Ttroubled.mov,troubled,sad,negative
0203801P5Ttroubled.mov,troubled,sad,negative
0203801P6Ttroubled.mov,troubled,sad,negative
0203801R5Ttroubled.mov,troubled,sad,negative
0203801U6Ttroubled.mov,troubled,sad,negative
0203801Z5Ttroubled.mov,troubled,sad,negative
0204002P5Toverwrought.mov,overwrought,sad,negative
0204002P6Toverwrought.mov,overwrought,sad,negative
0204002R5Toverwrought.mov,overwrought,sad,negative
0204002R6Toverwrought.mov,overwrought,sad,negative
0204002U6Toverwrought.mov,overwrought,sad,negative
0204002V6Toverwrought.mov,overwrought,sad,negative
0204101A5Tturmoil.mov,turmoil,sad,negative
0204101P6Tturmoil.mov,turmoil,sad,negative
0204101R6Tturmoil.mov,turmoil,sad,negative
0204101U6Tturmoil.mov,turmoil,sad,negative
0204101V6Tturmoil.mov,turmoil,sad,negative
0204101Z5Tturmoil.mov,turmoil,sad,negative
0204301P5Tagonising.mov,agonising,sad,negative
0204301P6Tagonising.mov,agonising,sad,negative
0204301R5Tagonising.mov,agonising,sad,negative
0204301R6Tagonising.mov,agonising,sad,negative
0204301U5Tagonising.mov,agonising,sad,negative
0204301U6Tagonising.mov,agonising,sad,negative
0204401P4Tcondemned.mov,condemned,sad,negative
0204401P5Tcondemned.mov,condemned,sad,negative
0204401P6Tcondemned.mov,condemned,sad,negative
0204401R5Tcondemned.mov,condemned,sad,negative
0204401R6Tcondemned.mov,condemned,sad,negative
0204401Z5Tcondemned.mov,condemned,sad,negative
0204501P5Ttormented.mov,tormented,sad,negative
0204501P6Ttormented.mov,tormented,sad,negative
0204501R5Ttormented.mov,tormented,sad,negative
0204501R6Ttormented.mov,tormented,sad,negative
0204501U6Ttormented.mov,tormented,sad,negative
0204501Z5Ttormented.mov,tormented,sad,negative
0204601P6Tmaudlin.mov,maudlin,sad,negative
0204601U5Tmaudlin.mov,maudlin,sad,negative
0204601V5Tmaudlin.mov,maudlin,sad,negative
0204601V6Tmaudlin.mov,maudlin,sad,negative
0204601W5Tmaudlin.mov,maudlin,sad,negative
0204601W6Tmaudlin.mov,maudlin,sad,negative
0204702P3Tlost.mov,lost,sad,negative
0204702P6Tlost.mov,lost,sad,negative
0204702R1Tlost.mov,lost,sad,negative
0204702R2Tlost.mov,lost,sad,negative
0204702R6Tlost.mov,lost,sad,negative
0204702Z5Tlost.mov,lost,sad,negative
0204804P6Tweak.mov,weak,sad,negative
0204804R5Tweak.mov,weak,sad,negative
0204804U2Tweak.mov,weak,sad,negative
0204804U5Tweak.mov,weak,sad,negative
0204804U6Tweak.mov,weak,sad,negative
0204804V6Tweak.mov,weak,sad,negative
0204904P5Twithdrawn.mov,withdrawn,sad,negative
0204904P6Twithdrawn.mov,withdrawn,sad,negative
0204904R5Twithdrawn.mov,withdrawn,sad,negative
0204904R6Twithdrawn.mov,withdrawn,sad,negative
0204904U6Twithdrawn.mov,withdrawn,sad,negative
0204904Z5Twithdrawn.mov,withdrawn,sad,negative
0205001P3Tdismayed.mov,dismayed,sad,negative
0205001P5Tdismayed.mov,dismayed,sad,negative
0205001R5Tdismayed.mov,dismayed,sad,negative
0205001R6Tdismayed.mov,dismayed,sad,negative
0205001U5Tdismayed.mov,dismayed,sad,negative
0205001Z6Tdismayed.mov,dismayed,sad,negative
0300201P3Tamused.mov,amused,happy,positive
0300201P5Tamused.mov,amused,happy,positive
0300201R2Tamused.mov,amused,happy,positive
0300201U1Tamused.mov,amused,happy,positive
0300201U6Tamused.mov,amused,happy,positive
0300201Z6Tamused.mov,amused,happy,positive
0300503P6Tlucky.mov,lucky,happy,positive
0300503R6Tlucky.mov,lucky,happy,positive
0300503U1Tlucky.mov,lucky,happy,positive
0300503U2Tlucky.mov,lucky,happy,positive
0300503U6Tlucky.mov,lucky,happy,positive
0300503Z5Tlucky.mov,lucky,happy,positive
0300606A6Toverjoyed.mov,overjoyed,happy,positive
0300606P4Toverjoyed.mov,overjoyed,happy,positive
