% Author: Cyriaque Brousse

@RELATION voice

% ===============================
%            header
% ===============================
@ATTRIBUTE pitchMean     NUMERIC
@ATTRIBUTE pitchMedian 	 NUMERIC
@ATTRIBUTE pitchStdDev 	 NUMERIC
@ATTRIBUTE pitchMax 	 NUMERIC
@ATTRIBUTE pitchRange 	 NUMERIC
@ATTRIBUTE pitchUpSlopeMedian 	 NUMERIC
@ATTRIBUTE pitchDownSlopeMedian 	 NUMERIC
@ATTRIBUTE pitchUpFramesRatio 	 NUMERIC
@ATTRIBUTE pitchVoicedFramesRatio 	 NUMERIC
@ATTRIBUTE pitchPeaksNum 	 NUMERIC
@ATTRIBUTE pitchPeaksMean 	 NUMERIC
@ATTRIBUTE pitchPeaksStdDev 	 NUMERIC
@ATTRIBUTE pitchPeaksRange 	 NUMERIC
@ATTRIBUTE pitchPeaksDistMean 	 NUMERIC
@ATTRIBUTE pitchPeaksDistStdDev 	 NUMERIC
@ATTRIBUTE pitchPeaksDistRange 	 NUMERIC
@ATTRIBUTE pitchPeaksDistMin 	 NUMERIC
@ATTRIBUTE energyMean 	 NUMERIC
@ATTRIBUTE energyMedian 	 NUMERIC
@ATTRIBUTE energyStdDev 	 NUMERIC
@ATTRIBUTE energyMax 	 NUMERIC
@ATTRIBUTE energyRange 	 NUMERIC
@ATTRIBUTE energyUpSlopeMedian 	 NUMERIC
@ATTRIBUTE energyDownSlopeMedian 	 NUMERIC
@ATTRIBUTE energyUpFramesRatio 	 NUMERIC
@ATTRIBUTE band250.0_energyMean 	 NUMERIC
@ATTRIBUTE band250.0_energyMedian 	 NUMERIC
@ATTRIBUTE band250.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band250.0_energyMax 	 NUMERIC
@ATTRIBUTE band250.0_energyRange 	 NUMERIC
@ATTRIBUTE band250.0_energyRatio 	 NUMERIC
@ATTRIBUTE band3500.0_energyMean 	 NUMERIC
@ATTRIBUTE band3500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band3500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band3500.0_energyMax 	 NUMERIC
@ATTRIBUTE band3500.0_energyRange 	 NUMERIC
@ATTRIBUTE band3500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band8000.0_energyMean 	 NUMERIC
@ATTRIBUTE band8000.0_energyMedian 	 NUMERIC
@ATTRIBUTE band8000.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band8000.0_energyMax 	 NUMERIC
@ATTRIBUTE band8000.0_energyRange 	 NUMERIC
@ATTRIBUTE band8000.0_energyRatio 	 NUMERIC
@ATTRIBUTE band750.0_energyMean 	 NUMERIC
@ATTRIBUTE band750.0_energyMedian 	 NUMERIC
@ATTRIBUTE band750.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band750.0_energyMax 	 NUMERIC
@ATTRIBUTE band750.0_energyRange 	 NUMERIC
@ATTRIBUTE band750.0_energyRatio 	 NUMERIC
@ATTRIBUTE band1500.0_energyMean 	 NUMERIC
@ATTRIBUTE band1500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band1500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band1500.0_energyMax 	 NUMERIC
@ATTRIBUTE band1500.0_energyRange 	 NUMERIC
@ATTRIBUTE band1500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band6000.0_energyMean 	 NUMERIC
@ATTRIBUTE band6000.0_energyMedian 	 NUMERIC
@ATTRIBUTE band6000.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band6000.0_energyMax 	 NUMERIC
@ATTRIBUTE band6000.0_energyRange 	 NUMERIC
@ATTRIBUTE band6000.0_energyRatio 	 NUMERIC
@ATTRIBUTE band2500.0_energyMean 	 NUMERIC
@ATTRIBUTE band2500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band2500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band2500.0_energyMax 	 NUMERIC
@ATTRIBUTE band2500.0_energyRange 	 NUMERIC
@ATTRIBUTE band2500.0_energyRatio 	 NUMERIC
@ATTRIBUTE band4500.0_energyMean 	 NUMERIC
@ATTRIBUTE band4500.0_energyMedian 	 NUMERIC
@ATTRIBUTE band4500.0_energyStdDev 	 NUMERIC
@ATTRIBUTE band4500.0_energyMax 	 NUMERIC
@ATTRIBUTE band4500.0_energyRange 	 NUMERIC
@ATTRIBUTE band4500.0_energyRatio 	 NUMERIC
@ATTRIBUTE filename 	 STRING
@ATTRIBUTE class_coarse 	 {wanting,unfriendly,touched,sure,unsure,excited,kind,happy,angry,thinking,disbelieving,liked,fond,bothered,disgusted,romantic,sorry,sad,afraid,interested,suprised,bored,hurt,sneaky}
@ATTRIBUTE class_binary 	 {positive,negative}

% =================================================================

@DATA
203.60463,96.06908,95.5096,412.82678,316.7577,0.87294006,-265.19812,0.10294118,0.36764705,3,309.0026092529297,119.501385602088,234.4508514404297,0.2438095286488533,0.04925696917112122,0.06965987384319305,0.20897959172725677,1.9529455,0.0014437588,3.3645995,13.489207,13.487763,9.219311E-4,-7.3054028,0.22058824,2.477835,0.001802845,4.099261,16.376196,16.374393,1.2687681,0.067433074,1.4245328E-6,0.13188362,0.5291886,0.52918714,0.034528907,0.009363341,6.4672435E-7,0.01670984,0.06408084,0.06408019,0.0047944714,0.9545874,1.6634935E-4,2.1859622,8.644046,8.64388,0.48879367,0.52205014,3.231472E-5,1.4283043,5.9731336,5.973101,0.26731426,0.022691986,1.1085966E-6,0.04123017,0.14307882,0.14307772,0.011619365,0.108726956,4.848712E-6,0.22716595,0.98889196,0.98888713,0.05567332,0.02574483,6.1144965E-7,0.048497345,0.17844595,0.17844534,0.013182565,0100203R5Tdetesting,unfriendly,negative
210.12245,137.28363,46.710007,287.58926,150.30563,0.48757935,-24.839844,0.23300971,0.41747573,3,231.76632181803384,51.78364878302609,102.29231262207031,0.3366893380880356,0.11493291752923737,0.16253969073295593,0.2554194927215576,2.5471694,1.2963101E-6,4.2080116,17.932852,17.93285,1.5227624E-7,-8.011739,0.37864077,2.9189463,1.3098829E-6,4.84752,20.853487,20.853485,1.1459569,0.030822963,1.03982714E-7,0.048540346,0.22035676,0.22035666,0.012100869,0.025057191,6.656097E-8,0.059352584,0.28810045,0.2881004,0.009837269,0.76801133,1.2297816E-7,1.771681,10.017711,10.017711,0.3015156,0.4602485,1.5819644E-7,1.1935192,6.5397725,6.5397725,0.18069018,0.08609879,1.0471453E-7,0.22471738,1.0832462,1.0832461,0.033801753,0.079236485,1.2645376E-7,0.18073514,1.0453913,1.0453912,0.031107662,0.038553696,7.413937E-8,0.08608462,0.47031477,0.4703147,0.015135897,0100203R6Tdetesting,unfriendly,negative
240.0925,160.32912,122.30615,612.04535,451.71625,0.47973633,-418.8009,0.3372093,0.59302324,7,375.75880650111606,176.47059419124025,438.5911102294922,0.1857596387465795,0.09741317732233173,0.2554195076227188,0.09287981688976288,5.0124445,1.3692324E-5,4.3557415,17.888737,17.888723,0.07040405,-10.1234045,0.4651163,6.351984,9.191248E-6,6.652763,26.840836,26.840826,1.2672428,0.060285907,1.986747E-7,0.068267174,0.2866928,0.2866926,0.012027247,0.06363736,4.2994645E-7,0.19132479,1.0911114,1.091111,0.012695873,1.4056934,1.0451332E-6,1.7792873,6.5856104,6.5856094,0.2804407,0.55005425,8.811226E-7,0.6200251,2.741414,2.741413,0.109737724,0.07123947,6.247008E-7,0.18679672,1.3011074,1.3011068,0.014212521,0.24403231,3.1724528E-7,0.30297288,1.290181,1.2901807,0.04868529,0.025019513,2.9551578E-7,0.028815497,0.15087737,0.15087707,0.004991479,0100203Z6Tdetesting,unfriendly,negative
184.03174,141.32094,28.57089,240.84364,99.522705,5.306366,-38.731155,0.14754099,0.3114754,3,202.83856201171875,35.00305166886897,68.92080688476562,0.15092970430850983,0.016418979186994944,0.023219943046569824,0.13931973278522491,2.0076232,5.9552378E-5,3.2597475,17.107939,17.10788,0.015497241,-9.724421,0.29508197,2.4083436,4.6901052E-5,4.233003,23.799725,23.799677,1.1995994,0.042236075,2.1554393E-7,0.107892,0.50663835,0.5066381,0.021037849,0.021147307,2.917255E-7,0.05949572,0.3218362,0.3218359,0.010533504,0.2628033,9.0365975E-6,0.64207494,3.5934467,3.5934377,0.1309027,0.09176268,2.5516815E-6,0.15689562,0.8354358,0.83543324,0.04570712,0.06163978,8.8044004E-7,0.18309498,1.0270442,1.0270433,0.030702863,0.053763807,4.543464E-7,0.110872805,0.5542872,0.5542867,0.026779829,0.0506917,3.9295207E-7,0.14234695,0.67147505,0.67147464,0.02524961,0100502P6Tblaming,unfriendly,negative
194.30978,150.25444,35.488335,315.70227,165.44783,0.12530518,-158.52518,0.2881356,0.5762712,3,257.5504659016927,50.39001049771442,88.93910217285156,0.30185941606760025,0.13135190725294446,0.18575964868068695,0.20897959172725677,2.680572,2.3977162E-5,2.9154835,13.349691,13.349668,8.411628E-5,-6.2439294,0.33898306,2.5220647,1.8258212E-5,2.6430862,11.974915,11.974896,0.9408681,0.06638355,3.0334204E-6,0.13119471,0.4983273,0.49832428,0.024764694,0.0108281905,5.39104E-7,0.019819174,0.07273313,0.07273259,0.0040395074,0.38777104,3.0057142E-6,0.46422744,2.2001007,2.2000976,0.1446598,0.62257755,3.1074806E-6,1.118118,5.5831537,5.5831504,0.23225549,0.024611019,1.2837075E-6,0.045255248,0.16736566,0.16736437,0.009181256,0.32974258,2.6079604E-6,0.6573215,2.4442034,2.4442008,0.12301202,0.018186292,1.1542614E-6,0.034110807,0.12807709,0.12807594,0.0067844815,0100502R1Tblaming,unfriendly,negative
204.11185,112.663376,64.97536,570.99945,458.33606,0.12672424,-353.4403,0.24509804,0.51960784,4,314.5566864013672,173.6336074996438,384.8152618408203,0.32507936159769696,0.06965987384319358,0.1393197476863861,0.2554194927215576,2.7395813,4.4392444E-5,4.1995416,25.52072,25.520676,0.0032554865,-10.014913,0.4019608,3.3433414,2.1355063E-5,5.415514,32.368404,32.36838,1.220384,0.064830944,9.25261E-7,0.11059772,0.50656563,0.5065647,0.023664543,0.010110969,2.2687847E-7,0.01381108,0.06284761,0.06284738,0.0036906984,1.6224039,3.8628505E-6,3.369986,20.539154,20.53915,0.5922087,0.6107042,8.904771E-6,0.9294265,4.4849014,4.4848924,0.2229188,0.024648799,5.9359235E-7,0.03557716,0.2009119,0.2009113,0.008997287,0.13360552,2.2179388E-6,0.18816528,0.9317425,0.9317403,0.04876859,0.023811502,5.425102E-7,0.045360178,0.35064074,0.3506402,0.008691657,0100502R2Tblaming,unfriendly,negative
198.62016,134.42941,53.2708,333.62888,199.19946,0.80622864,-126.244385,0.19480519,0.37662336,3,265.5226287841797,83.75527965267972,161.62449645996094,0.32507936656475067,0.06567593782140403,0.09287980198860168,0.27863946557044983,4.167168,1.5263604E-6,4.233795,19.519833,19.51983,5.5479904E-7,-11.217591,0.32467532,4.975742,1.4833591E-6,5.355159,28.582506,28.582504,1.1940343,0.13463248,1.5209311E-7,0.27211636,1.5425897,1.5425895,0.032307908,0.043158352,2.0809377E-7,0.09484405,0.6212289,0.6212287,0.010356758,1.3289427,5.6521376E-8,1.9211665,7.2923465,7.2923465,0.31890786,1.0596591,2.2201009E-7,1.499096,8.134418,8.134418,0.25428757,0.08238614,3.1981426E-7,0.16519101,0.8834946,0.8834943,0.019770294,0.55436975,3.2293897E-7,1.2644778,9.383386,9.383386,0.13303272,0.05617802,2.1465102E-7,0.108149886,0.5302235,0.53022325,0.013481102,0100502U6Tblaming,unfriendly,negative
225.51184,109.44057,97.67499,450.71866,341.27808,0.17954254,-204.38623,0.25,0.48214287,2,415.4165496826172,49.92472099533593,70.60421752929688,0.3715192675590515,0.0,0.0,0.3715192675590515,4.588955,6.711357E-7,6.0045733,23.57652,23.57652,4.7470905E-7,-14.89809,0.4107143,5.904345,6.686874E-7,8.318611,32.315887,32.315887,1.2866427,0.05158322,8.735223E-8,0.09592616,0.4520989,0.45209882,0.011240734,0.09947621,1.8129475E-7,0.50550574,3.4892755,3.4892752,0.021677313,1.6675931,4.7799563E-8,3.1072154,13.984585,13.984585,0.3633928,0.69531447,1.05521984E-7,1.1912405,6.1809087,6.1809087,0.15151913,0.13855687,2.3992882E-7,0.70760226,4.9859934,4.985993,0.030193556,0.2213042,8.111872E-8,0.5026645,2.8939297,2.8939297,0.048225403,0.028361479,1.1824456E-7,0.08165274,0.55785507,0.55785495,0.0061803786,0100502V6Tblaming,unfriendly,negative
220.85774,106.74116,111.26015,552.27747,445.53632,1.8512573,-410.85516,0.2,0.42,4,297.37845611572266,190.5889794436513,415.45521545410156,0.12383975833654404,0.07464171050840993,0.13931972533464432,0.06965986639261246,1.8579892,0.12069332,2.2548363,11.808401,11.687708,0.06947327,-4.5612593,0.32,2.5314586,0.11601453,3.222959,17.124723,17.008709,1.3624722,0.030399412,7.146902E-4,0.032482915,0.12837444,0.12765975,0.016361458,0.011414392,5.696662E-4,0.015479677,0.07290943,0.072339766,0.006143411,0.5703293,0.0029171829,0.80704147,4.416995,4.4140778,0.30696052,0.2702138,0.0051690186,0.482584,2.4215102,2.4163413,0.14543347,0.018369779,5.79739E-4,0.015637401,0.052949075,0.052369334,0.009886914,0.097376436,0.0024662248,0.11647136,0.38888922,0.386423,0.05240958,0.022936529,2.9205775E-4,0.027337389,0.09460509,0.09431303,0.012344813,0100502Z5Tblaming,unfriendly,negative
212.14815,144.44023,41.184784,308.7255,164.28526,0.9477539,-44.152985,0.2278481,0.39240506,1,308.7254943847656,0.0,0.0,NaN,NaN,NaN,NaN,4.0846295,1.7167024E-5,3.8813355,14.337979,14.337962,1.3456147E-4,-8.044881,0.36708862,4.488265,1.18220605E-5,4.5529447,16.284288,16.284277,1.0988182,0.11537506,1.4038856E-7,0.2550966,1.146163,1.1461629,0.02824615,0.025763892,1.17520116E-7,0.058509775,0.27561423,0.2756141,0.0063075223,1.162535,8.778331E-7,1.6625154,6.147174,6.147173,0.2846121,0.6067002,2.9943092E-7,0.86846954,4.5912986,4.591298,0.14853248,0.07973953,2.6266468E-7,0.20088197,0.92911273,0.9291125,0.019521851,0.14884923,1.459278E-7,0.20148146,0.7736394,0.77363926,0.036441308,0.14219299,1.18408515E-7,0.4247234,2.1354315,2.1354315,0.034811724,0100809P6Tscolding,unfriendly,negative
